ID	DOCULECT	CONCEPT	IPA	SEGMENTS	ALIGNMENT	COGID
307	Izena	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
308	Kagoshima	BIRD_MORPHEME1	t o i	t o i	t o i - -	6
309	Kametsu	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
310	Keraji	BIRD_MORPHEME1	t u r i	t u r i	t u - r i	6
311	Koniya	BIRD_MORPHEME1	t u r	t u r	t u - r -	6
312	Koniya	BIRD_MORPHEME1	t uˑ r	t uˑ r	t uˑ - r -	6
313	Kudaka	BIRD_MORPHEME1	ɬ u i	ɬ u i	ɬ u i - -	6
314	Kuji-Oohama	BIRD_MORPHEME1	t u r	t u r	t u - r -	6
315	Kuroshima	BIRD_MORPHEME1	t u r	t u r	t u - r -	6
316	Kushi	BIRD_MORPHEME1	t u r i	t u r i	t u - r i	6
317	Kyoto	BIRD_MORPHEME1	t o r i	t o r i	t o - r i	6
318	Matsubara	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
319	Mugiya	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
320	Nago	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
321	Naze	BIRD_MORPHEME1	t u r i	t u r i	t u - r i	6
322	Ohama	BIRD_MORPHEME1	t u r u	t u r u	t u - r u	6
323	Ongachi	BIRD_MORPHEME1	t u r i	t u r i	t u - r i	6
324	Ou	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
325	Oura	BIRD_MORPHEME1	t u ɨ	t u ɨ	t u ɨ - -	6
326	Ritchou	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
327	Sakimotobu	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
328	San	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
329	Sani	BIRD_MORPHEME1	t u r i	t u r i	t u - r i	6
330	Sena	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
331	Serikaku	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
332	Shiomichi	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
333	Shitooke	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
334	Shuri	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
335	Taketomi	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
336	Tarama	BIRD_MORPHEME1	t u ɭ	t u ɭ	t u - ɭ -	6
337	Tatsugo	BIRD_MORPHEME1	t u r i	t u r i	t u - r i	6
338	Uechi	BIRD_MORPHEME1	t u ɨ	t u ɨ	t u ɨ - -	6
339	Uegusuku	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
340	Wadomari	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
341	Wan	BIRD_MORPHEME1	t u r i	t u r i	t u - r i	6
342	Yadon	BIRD_MORPHEME1	t u r	t u r	t u - r -	6
343	Yoro	BIRD_MORPHEME1	t u r	t u r	t u - r -	6
344	Yuwan	BIRD_MORPHEME1	t u i	t u i	t u i - -	6
345	Chabana	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
346	Hateruma	BIRTHMARK_MORPHEME1	ʔ a ʣ a ɴ	ʔ a ʣ a ɴ	ʔ a ʣ a ɴ	7
347	Hentona	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
348	Hirara	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
349	Ie	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
350	Iheya	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
351	Ikema	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
352	Ikema	BIRTHMARK_MORPHEME1	ʔ a ʤ a	ʔ a ʤ a	ʔ a ʤ a -	7
353	Isen	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
354	Ishigaki	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
355	Ishikawa	BIRTHMARK_MORPHEME1	ʔ a ʤ aː	ʔ a ʤ aː	ʔ a ʤ aː -	7
356	Itoman	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
357	Izena	BIRTHMARK_MORPHEME1	ʔ a ʣ aː	ʔ a ʣ aː	ʔ a ʣ aː -	7
358	Kagoshima	BIRTHMARK_MORPHEME1	a ʣ a	a ʣ a	- a ʣ a -	7
359	Kametsu	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
360	Keraji	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
361	Koniya	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
362	Koniya	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
363	Kudaka	BIRTHMARK_MORPHEME1	ʔ a r a	ʔ a r a	ʔ a r a -	7
364	Kuji-Oohama	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
365	Kuroshima	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
366	Kushi	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
367	Kyoto	BIRTHMARK_MORPHEME1	a ʣ a	a ʣ a	- a ʣ a -	7
368	Matsubara	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
369	Mugiya	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
370	Nago	BIRTHMARK_MORPHEME1	ʔ a ʤ aː	ʔ a ʤ aː	ʔ a ʤ aː -	7
371	Naze	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
372	Ohama	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
373	Ongachi	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
374	Ou	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
375	Ou	BIRTHMARK_MORPHEME1	ʔ a ʤ a	ʔ a ʤ a	ʔ a ʤ a -	7
376	Oura	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
377	Ritchou	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
378	Sakimotobu	BIRTHMARK_MORPHEME1	ʔ a ʤ a	ʔ a ʤ a	ʔ a ʤ a -	7
379	San	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
380	Sani	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
381	Sena	BIRTHMARK_MORPHEME1	ʔ a ʣ aː	ʔ a ʣ aː	ʔ a ʣ aː -	7
382	Serikaku	BIRTHMARK_MORPHEME1	ʔ a ʣ aː	ʔ a ʣ aː	ʔ a ʣ aː -	7
383	Shiomichi	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
384	Shitooke	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
385	Shuri	BIRTHMARK_MORPHEME1	ʔ a ʤ a	ʔ a ʤ a	ʔ a ʤ a -	7
386	Sonai	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
387	Taketomi	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
388	Tarama	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
389	Tatsugo	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
390	Uechi	BIRTHMARK_MORPHEME1	ʔ a ʤ a	ʔ a ʤ a	ʔ a ʤ a -	7
391	Uegusuku	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
392	Wadomari	BIRTHMARK_MORPHEME1	ʔ a ʣ a	ʔ a ʣ a	ʔ a ʣ a -	7
393	Wan	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
394	Yadon	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
395	Yonaguni	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
396	Yoro	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
397	Yuwan	BIRTHMARK_MORPHEME1	ʔ a d a	ʔ a d a	ʔ a d a -	7
398	Chabana	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
399	Hateruma	BLOOD_MORPHEME1	ʣ ɨː	ʣ ɨː	ʣ ɨː - -	8
400	Hentona	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
401	Hirara	BLOOD_MORPHEME1	ʦ ɨ s ɨ	ʦ ɨ s ɨ	ʦ ɨ s ɨ	8
402	Ie	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
403	Iheya	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
404	Ikema	BLOOD_MORPHEME1	ʦ ɨ	ʦ ɨ	ʦ ɨ - -	8
405	Isen	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
406	Ishigaki	BLOOD_MORPHEME1	ʦ ɨː	ʦ ɨː	ʦ ɨː - -	8
407	Ishikawa	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
408	Itoman	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
409	Izena	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
410	Kagoshima	BLOOD_MORPHEME1	ʧ i	ʧ i	ʧ i - -	8
411	Kagoshima	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
412	Kametsu	BLOOD_MORPHEME1	ʦˀ ɨ	ʦˀ ɨ	ʦˀ ɨ - -	8
413	Kametsu	BLOOD_MORPHEME1	ʦˀ ɨː	ʦˀ ɨː	ʦˀ ɨː - -	8
414	Keraji	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
415	Keraji	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
416	Koniya	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
417	Kudaka	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
418	Kuji-Oohama	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
419	Kuroshima	BLOOD_MORPHEME1	ʃ iː	ʃ iː	ʃ iː - -	8
420	Kushi	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
421	Kyoto	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
422	Matsubara	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
423	Mugiya	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
424	Nago	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
425	Naze	BLOOD_MORPHEME1	ʧˀ i	ʧˀ i	ʧˀ i - -	8
426	Ohama	BLOOD_MORPHEME1	ʦ ɨː	ʦ ɨː	ʦ ɨː - -	8
427	Ongachi	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
428	Ou	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
429	Oura	BLOOD_MORPHEME1	ʦ ɨ	ʦ ɨ	ʦ ɨ - -	8
430	Ritchou	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
431	Sakimotobu	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
432	San	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
433	Sani	BLOOD_MORPHEME1	ʧˀ i	ʧˀ i	ʧˀ i - -	8
434	Sena	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
435	Serikaku	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
436	Shiomichi	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
437	Shiomichi	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
438	Shitooke	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
439	Shuri	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
440	Sonai	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
441	Taketomi	BLOOD_MORPHEME1	ʃ iː	ʃ iː	ʃ iː - -	8
442	Tarama	BLOOD_MORPHEME1	ʦ ɨː	ʦ ɨː	ʦ ɨː - -	8
443	Tatsugo	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
444	Uechi	BLOOD_MORPHEME1	ʦ ɨ	ʦ ɨ	ʦ ɨ - -	8
445	Uegusuku	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
446	Wadomari	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
447	Wan	BLOOD_MORPHEME1	ʧ iː	ʧ iː	ʧ iː - -	8
448	Wan	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
449	Yadon	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
450	Yonaguni	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
451	Yoro	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
452	Yuwan	BLOOD_MORPHEME1	ʧˀ iː	ʧˀ iː	ʧˀ iː - -	8
453	Chabana	BLOW_MORPHEME1	p u k j	p u k j	p u k j	9
454	Hateruma	BLOW_MORPHEME1	f u k	f u k	f u k -	9
455	Hateruma	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
456	Hentona	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
457	Hirara	BLOW_MORPHEME1	f u k	f u k	f u k -	9
458	Ie	BLOW_MORPHEME1	p u ʧ	p u ʧ	p u ʧ -	9
459	Iheya	BLOW_MORPHEME1	ɸ u ʦ	ɸ u ʦ	ɸ u ʦ -	9
460	Ikema	BLOW_MORPHEME1	f u k	f u k	f u k -	9
461	Ikema	BLOW_MORPHEME1	f u ʦ	f u ʦ	f u ʦ -	9
462	Isen	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
463	Ishigaki	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
464	Ishikawa	BLOW_MORPHEME1	ɸ u ʦ	ɸ u ʦ	ɸ u ʦ -	9
465	Itoman	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
466	Izena	BLOW_MORPHEME1	ɸ u ʧ	ɸ u ʧ	ɸ u ʧ -	9
467	Kagoshima	BLOW_MORPHEME1	ɸ u ʔ	ɸ u ʔ	ɸ u ʔ -	9
468	Kametsu	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
469	Kametsu	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
470	Keraji	BLOW_MORPHEME1	ɸ u ʧ	ɸ u ʧ	ɸ u ʧ -	9
471	Koniya	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
472	Kudaka	BLOW_MORPHEME1	pˀ u k	pˀ u k	pˀ u k -	9
473	Kuji-Oohama	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
474	Kuroshima	BLOW_MORPHEME1	f u k	f u k	f u k -	9
475	Kushi	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
476	Kyoto	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
477	Matsubara	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
478	Mugiya	BLOW_MORPHEME1	p u k j	p u k j	p u k j	9
479	Nago	BLOW_MORPHEME1	p u k	p u k	p u k -	9
480	Naze	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
481	Ohama	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
482	Ongachi	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
483	Ou	BLOW_MORPHEME1	ɸ u ʧ	ɸ u ʧ	ɸ u ʧ -	9
484	Oura	BLOW_MORPHEME1	f u k	f u k	f u k -	9
485	Ritchou	BLOW_MORPHEME1	p u k j	p u k j	p u k j	9
486	Sakimotobu	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
487	San	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
488	Sani	BLOW_MORPHEME1	p u k j	p u k j	p u k j	9
489	Sena	BLOW_MORPHEME1	ɸ u ʧ	ɸ u ʧ	ɸ u ʧ -	9
490	Serikaku	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
491	Shiomichi	BLOW_MORPHEME1	p u ʧ	p u ʧ	p u ʧ -	9
492	Shitooke	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
493	Shuri	BLOW_MORPHEME1	ɸ u ʧ	ɸ u ʧ	ɸ u ʧ -	9
494	Sonai	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
495	Taketomi	BLOW_MORPHEME1	ɸ u k	ɸ u k	ɸ u k -	9
496	Tarama	BLOW_MORPHEME1	f u k	f u k	f u k -	9
497	Tatsugo	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
498	Uechi	BLOW_MORPHEME1	f u k	f u k	f u k -	9
499	Uegusuku	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
500	Wadomari	BLOW_MORPHEME1	ɸ u ʧ	ɸ u ʧ	ɸ u ʧ -	9
501	Wan	BLOW_MORPHEME1	ɸ u ʧ	ɸ u ʧ	ɸ u ʧ -	9
502	Yadon	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
503	Yonaguni	BLOW_MORPHEME1	kˀ	kˀ	- - kˀ -	9
504	Yoro	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
505	Yuwan	BLOW_MORPHEME1	ɸ u k j	ɸ u k j	ɸ u k j	9
506	Chabana	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
507	Hateruma	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
508	Hentona	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
509	Hirara	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
510	Ie	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
511	Iheya	BONE_MORPHEME1	ɸ uː n iː	ɸ uː n iː	ɸ uː n iː	10
512	Ikema	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
513	Isen	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
514	Ishigaki	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
515	Ishikawa	BONE_MORPHEME1	ɸ uː n i	ɸ uː n i	ɸ uː n i	10
516	Itoman	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
517	Izena	BONE_MORPHEME1	ɸ u n iː	ɸ u n iː	ɸ u n iː	10
518	Kagoshima	BONE_MORPHEME1	h o n e	h o n e	h o n e	10
519	Kametsu	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
520	Keraji	BONE_MORPHEME1	ɸ u n iː	ɸ u n iː	ɸ u n iː	10
521	Koniya	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
522	Kudaka	BONE_MORPHEME1	p u ɴ	p u ɴ	p u ɴ -	10
523	Kuji-Oohama	BONE_MORPHEME1	ɸ u n ɨː	ɸ u n ɨː	ɸ u n ɨː	10
524	Kuroshima	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
525	Kushi	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
526	Kyoto	BONE_MORPHEME1	h o n e	h o n e	h o n e	10
527	Matsubara	BONE_MORPHEME1	ɸ uː n i	ɸ uː n i	ɸ uː n i	10
528	Mugiya	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
529	Nago	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
530	Naze	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
531	Ohama	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
532	Ongachi	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
533	Ou	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
534	Oura	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
535	Ritchou	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
536	Sakimotobu	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
537	San	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
538	Sani	BONE_MORPHEME1	p u n ɨ	p u n ɨ	p u n ɨ	10
539	Sena	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
540	Serikaku	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
541	Shiomichi	BONE_MORPHEME1	p u n ɨː	p u n ɨː	p u n ɨː	10
542	Shitooke	BONE_MORPHEME1	ɸ u n ɪ	ɸ u n ɪ	ɸ u n ɪ	10
543	Shuri	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
544	Sonai	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
545	Taketomi	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
546	Tarama	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
547	Tatsugo	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
548	Uechi	BONE_MORPHEME1	p u n i	p u n i	p u n i	10
549	Uegusuku	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
550	Wadomari	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
551	Wan	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
552	Yadon	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
553	Yonaguni	BONE_MORPHEME1	ɸ u n i	ɸ u n i	ɸ u n i	10
554	Yoro	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
555	Yuwan	BONE_MORPHEME1	ɸ u n ɨ	ɸ u n ɨ	ɸ u n ɨ	10
556	Chabana	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
557	Hateruma	BREATH_MORPHEME1	ʔ i s ɨ	ʔ i s ɨ	ʔ i - s ɨ	11
558	Hateruma	BREATH_MORPHEME1	ʔ i ʃ i	ʔ i ʃ i	ʔ i - ʃ i	11
559	Hentona	BREATH_MORPHEME1	ʔ i ʧ i	ʔ i ʧ i	ʔ i - ʧ i	11
560	Hirara	BREATH_MORPHEME1	ʔ i k ɨ	ʔ i k ɨ	ʔ i - k ɨ	11
561	Ie	BREATH_MORPHEME1	ʔ i ʧ i	ʔ i ʧ i	ʔ i - ʧ i	11
562	Iheya	BREATH_MORPHEME1	ʔ iː ʧ i	ʔ iː ʧ i	ʔ iː - ʧ i	11
563	Ikema	BREATH_MORPHEME1	ʔ i t ʧ u	ʔ i t ʧ u	ʔ i t ʧ u	11
564	Ikema	BREATH_MORPHEME1	ʔ i ʦ ɨ	ʔ i ʦ ɨ	ʔ i - ʦ ɨ	11
565	Isen	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
566	Ishigaki	BREATH_MORPHEME1	ʔ i k ɨ	ʔ i k ɨ	ʔ i - k ɨ	11
567	Ishikawa	BREATH_MORPHEME1	ʔ iː ʧ i	ʔ iː ʧ i	ʔ iː - ʧ i	11
568	Itoman	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
569	Izena	BREATH_MORPHEME1	ʔ i ʧ iː	ʔ i ʧ iː	ʔ i - ʧ iː	11
570	Kagoshima	BREATH_MORPHEME1	i ʔ	i ʔ	- i - ʔ -	11
571	Kametsu	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
572	Keraji	BREATH_MORPHEME1	ʔ i ʧ i	ʔ i ʧ i	ʔ i - ʧ i	11
573	Koniya	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
574	Kudaka	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
575	Kuji-Oohama	BREATH_MORPHEME1	ʔ i k iː	ʔ i k iː	ʔ i - k iː	11
576	Kuroshima	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
577	Kushi	BREATH_MORPHEME1	ʔ iː k i	ʔ iː k i	ʔ iː - k i	11
578	Kyoto	BREATH_MORPHEME1	i k i	i k i	- i - k i	11
579	Matsubara	BREATH_MORPHEME1	ʔ iː k i	ʔ iː k i	ʔ iː - k i	11
580	Mugiya	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
581	Nago	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
582	Naze	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
583	Ohama	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
584	Ongachi	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
585	Ou	BREATH_MORPHEME1	ʔ i ʧ i	ʔ i ʧ i	ʔ i - ʧ i	11
586	Oura	BREATH_MORPHEME1	ʔ i k ɨ	ʔ i k ɨ	ʔ i - k ɨ	11
587	Ritchou	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
588	Sakimotobu	BREATH_MORPHEME1	ʔ iː ʧ i	ʔ iː ʧ i	ʔ iː - ʧ i	11
589	San	BREATH_MORPHEME1	ʔ iː k i	ʔ iː k i	ʔ iː - k i	11
590	Sani	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
591	Sena	BREATH_MORPHEME1	ʔ i ʧ i	ʔ i ʧ i	ʔ i - ʧ i	11
592	Serikaku	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
593	Shiomichi	BREATH_MORPHEME1	ʔ i ʧ i	ʔ i ʧ i	ʔ i - ʧ i	11
594	Shitooke	BREATH_MORPHEME1	ʔ i k i	ʔ i k i	ʔ i - k i	11
